,INDUSTRY_GICS,MKT,BACKDOOR,IPO_DATE,IPO_PRICE,IPO_AMOUNT,IPO_EXPENSE,IPO_LEADUNDR,IPO_TYPE,ipotime,iporeturn,ipoturn
002475.SZ,信息技术,中小企业板,否,2010,28.8,43800000,63192993,中信证券股份有限公司,"网下询价,上网定价",22,38.85416667,88.59424372
002476.SZ,材料,中小企业板,否,2010,23,30000000,40604860,中国中投证券有限责任公司,"网下询价,上网定价",22,33,73.8219125
002477.SZ,日常消费,中小企业板,否,2010,35,33500000,86271500,东吴证券股份有限公司,"网下询价,上网定价",22,65.71428571,86.11491791
002478.SZ,材料,中小企业板,否,2010,16.78,69500000,61799400,中国中投证券有限责任公司,"网下询价,上网定价",21,5.89988081,62.10535432
002479.SZ,公用事业,中小企业板,否,2010,25.8,54000000,55488100,太平洋证券股份有限公司,"网下询价,上网定价",21,7.325581395,60.19659722
002480.SZ,工业,中小企业板,否,2010,38,35000000,52030330,广发证券股份有限公司,"网下询价,上网定价",21,18.92105263,82.27189286
002481.SZ,日常消费,中小企业板,否,2010,39.8,15000000,44207300,国都证券股份有限公司,"网下询价,上网定价",21,13.99497487,71.2583
002482.SZ,工业,中小企业板,否,2010,51.98,40000000,83320800,上海华信证券有限责任公司,"网下询价,上网定价",22,15.525202,80.66575625
002483.SZ,工业,中小企业板,否,2010,29,50000000,62719800,西南证券股份有限公司,"网下询价,上网定价",22,-3.103448276,34.17714
002484.SZ,信息技术,中小企业板,否,2010,20.5,40000000,41791500,信达证券股份有限公司,"网下询价,上网定价",22,17.02439024,76.17928438
002485.SZ,可选消费,中小企业板,否,2010,26.6,50000000,60506000,光大证券股份有限公司,"网下询价,上网定价",31,1.503759398,64.0636325
002486.SZ,可选消费,中小企业板,否,2010,10.9,52000000,33785000,上海华信证券有限责任公司,"网下询价,上网定价",31,37.88990826,79.26578846
002487.SZ,工业,中小企业板,否,2010,38.6,30000000,67729185.41,平安证券股份有限公司,"网下询价,上网定价",31,23.31606218,80.39237083
002488.SZ,可选消费,中小企业板,否,2010,22,30000000,54726300,海通证券股份有限公司,"网下询价,上网定价",30,15.45454545,67.9589375
002489.SZ,可选消费,中小企业板,否,2010,38,60000000,115784500,招商证券股份有限公司,"网下询价,上网定价",30,5.552631579,66.14852917
002490.SZ,能源,中小企业板,否,2010,18,70000000,63261700,招商证券股份有限公司,"网下询价,上网定价",30,14.05555556,67.16503214
002491.SZ,信息技术,中小企业板,否,2010,14.5,67000000,77570000,华泰证券股份有限公司,"网下询价,上网定价",30,31.37931034,70.69983396
002492.SZ,工业,中小企业板,否,2010,16,30000000,33009600,国盛证券有限责任公司,"网下询价,上网定价",21,27.625,61.64855
002493.SZ,材料,中小企业板,否,2010,53.8,56000000,113161000,国信证券股份有限公司,"网下询价,上网定价",21,17.56505576,77.07266741
002494.SZ,可选消费,中小企业板,否,2010,22,28500000,42164000,华泰联合证券有限责任公司,"网下询价,上网定价",21,28.63636364,66.96125
002495.SZ,日常消费,中小企业板,否,2010,32,26000000,55911000,国信证券股份有限公司,"网下询价,上网定价",21,5.65625,57.26270192
002496.SZ,材料,中小企业板,否,2010,48.69,25000000,75356433.6,平安证券股份有限公司,"网下询价,上网定价",21,29.61593756,78.2792
002497.SZ,材料,中小企业板,否,2010,30.5,40000000,52220000,申万宏源证券有限公司,"网下询价,上网定价",21,31.01639344,78.00843125
002498.SZ,工业,中小企业板,否,2010,36,50000000,125590000,华泰联合证券有限责任公司,"网下询价,上网定价",21,22.77777778,81.135815
002499.SZ,公用事业,中小企业板,否,2010,25,19000000,29766982.85,中原证券股份有限公司,"网下询价,上网定价",21,140,89.67326974
002500.SZ,金融,中小企业板,否,2010,7.8,399800000,115306700,中德证券有限责任公司,"网下询价,上网定价",24,70.12820513,81.10615281
002501.SZ,材料,中小企业板,否,2010,35,23600000,62743600,平安证券股份有限公司,"网下询价,上网定价",22,27.42857143,68.96588983
002502.SZ,可选消费,中小企业板,否,2010,29,22000000,30191000,东海证券股份有限公司,"网下询价,上网定价",22,27.48275862,76.42821023
002503.SZ,可选消费,中小企业板,否,2010,75,20000000,56861343.25,华泰联合证券有限责任公司,"网下询价,上网定价",22,14,76.69119375
002504.SZ,工业,中小企业板,是,2010,16,27000000,31442000,东海证券股份有限公司,"网下询价,上网定价",20,82.75,78.75013889
002505.SZ,日常消费,中小企业板,否,2010,24,26000000,59591631.84,中德证券有限责任公司,"网下询价,上网定价",20,20.79166667,61.96191827
002506.SZ,信息技术,中小企业板,否,2010,36,66000000,89380000,中信建投证券股份有限公司,"网下询价,上网定价",20,32.33333333,77.43501894
002507.SZ,日常消费,中小企业板,否,2010,13.99,40000000,35831100,招商证券股份有限公司,"网下询价,上网定价",21,191.6368835,89.98520938
002508.SZ,可选消费,中小企业板,否,2010,24,40000000,57330000,国信证券股份有限公司,"网下询价,上网定价",21,63.16666667,86.66463125
002509.SZ,工业,中小企业板,否,2010,20.19,25000000,28700000,广发证券股份有限公司,"网下询价,上网定价",21,101.584943,88.323495
002510.SZ,可选消费,中小企业板,否,2010,17.5,52000000,44079831.6,中国中投证券有限责任公司,"网下询价,上网定价",20,68.05714286,76.83015
002511.SZ,日常消费,中小企业板,否,2010,38,40000000,68280000,安信证券股份有限公司,"网下询价,上网定价",20,29.52631579,74.68055313
002512.SZ,可选消费,中小企业板,否,2010,26,30000000,64838464,民生证券股份有限公司,"网下询价,上网定价",21,65.46153846,80.90274167
002513.SZ,材料,中小企业板,否,2010,43.2,19000000,66259400,东吴证券股份有限公司,"网下询价,上网定价",21,43.49537037,81.1461498
002514.SZ,工业,中小企业板,否,2010,23,17000000,41676850,华泰联合证券有限责任公司,"网下询价,上网定价",21,123.0434783,86.21662748
002515.SZ,日常消费,中小企业板,否,2010,34,18500000,45508500,国信证券股份有限公司,"网下询价,上网定价",21,83.47058824,85.14071622
002516.SZ,可选消费,中小企业板,否,2010,20.1,50000000,54952800,光大证券股份有限公司,"网下询价,上网定价",21,15.67164179,67.099085
002517.SZ,信息技术,中小企业板,是,2010,20,22100000,33749800,华泰联合证券有限责任公司,"网下询价,上网定价",21,19.95,68.72267797
002518.SZ,工业,中小企业板,否,2010,32.5,29000000,58871800,国信证券股份有限公司,"网下询价,上网定价",21,32.27692308,79.64052021
002519.SZ,可选消费,中小企业板,否,2010,36.8,17600000,45569100,平安证券股份有限公司,"网下询价,上网定价",21,41.08695652,78.30890935
002520.SZ,工业,中小企业板,否,2010,35,16000000,55724900,华泰联合证券有限责任公司,"网下询价,上网定价",17,31.48571429,76.74927344
002521.SZ,材料,中小企业板,否,2010,41.5,37000000,95580509.75,光大证券股份有限公司,"网下询价,上网定价",17,4.048192771,62.84913514
002522.SZ,材料,中小企业板,否,2010,30,26670000,43521400,广发证券股份有限公司,"网下询价,上网定价",17,27.66666667,81.70369677
002523.SZ,工业,中小企业板,否,2010,19.5,40000000,48455003.68,海通证券股份有限公司,"网下询价,上网定价",17,13.84615385,69.3478
002524.SZ,公用事业,中小企业板,否,2010,15.18,22600000,25458100,中国民族证券有限责任公司,"网下询价,上网定价",17,161.5283267,90.83226519
002526.SZ,工业,中小企业板,否,2010,20,67000000,89515565.25,中国中投证券有限责任公司,"网下询价,上网定价",17,53.65,85.43810127
002527.SZ,工业,中小企业板,否,2010,16,50000000,38905054.47,广发证券股份有限公司,"网下询价,上网定价",17,53.1875,83.82737
002528.SZ,信息技术,中小企业板,否,2010,53.8,37000000,136563900,平安证券股份有限公司,"网下询价,上网定价",17,7.118959108,64.94801215
002529.SZ,工业,中小企业板,否,2010,18,40000000,36414215,兴业证券股份有限公司,"网下询价,上网定价",17,29.94444444,67.15761875
002530.SZ,信息技术,中小企业板,否,2010,12,34000000,36796486.76,万联证券股份有限公司,"网下询价,上网定价",17,83.33333333,86.33797431
002531.SZ,工业,中小企业板,否,2010,24.9,52000000,67971420,中信证券股份有限公司,"网下询价,上网定价",17,1.686746988,52.91563265
002532.SZ,工业,中小企业板,否,2010,32.88,20000000,45726400,平安证券股份有限公司,"网下询价,上网定价",17,12.53041363,70.57323125
002533.SZ,工业,中小企业板,否,2010,33.8,35000000,77480000,西部证券股份有限公司,"网下询价,上网定价",17,2.544378698,60.08475714
002534.SZ,工业,中小企业板,否,2011,26,41000000,35029400,国信证券股份有限公司,"网下询价,上网定价",20,28.11538462,84.26348485
002535.SZ,工业,中小企业板,否,2011,25,51200000,74801297.29,华泰联合证券有限责任公司,"网下询价,上网定价",21,16.36,78.88551214
002536.SZ,可选消费,中小企业板,否,2011,36,24000000,46507691,华龙证券股份有限公司,"网下询价,上网定价",21,7.166666667,72.17931771
002537.SZ,可选消费,中小企业板,否,2011,40,25000000,59928600,安信证券股份有限公司,"网下询价,上网定价",20,-1.6,38.12790918
002538.SZ,材料,中小企业板,否,2011,26,38000000,48331811.59,宏源证券股份有限公司,"网下询价,上网定价",21,-7.923076923,21.64391776
002539.SZ,材料,中小企业板,否,2011,33.88,42000000,50677500,西南证券股份有限公司,"网下询价,上网定价",21,-12.63282172,25.69183631
002540.SZ,材料,中小企业板,否,2011,40,40000000,52774800,东兴证券股份有限公司,"网下询价,上网定价",21,-13.75,23.76316807
002541.SZ,工业,中小企业板,否,2011,41,34000000,64114500,广发证券股份有限公司,"网下询价,上网定价",21,-6.56097561,28.92257353
002542.SZ,工业,中小企业板,否,2011,37,16800000,48191000,海通证券股份有限公司,"网下询价,上网定价",17,-2.918918919,23.27433036
002543.SZ,可选消费,中小企业板,否,2011,30,50000000,78507700,平安证券股份有限公司,"网下询价,上网定价",17,-6.566666667,17.992765
002544.SZ,信息技术,中小企业板,否,2011,28,22000000,35543400,国信证券股份有限公司,"网下询价,上网定价",17,7.678571429,71.32988068
002545.SZ,工业,中小企业板,否,2011,39.49,43500000,76666000,国金证券股份有限公司,"网下询价,上网定价",25,4.25424158,65.92808046
002546.SZ,工业,中小企业板,否,2011,33.8,21000000,40404000,华泰证券股份有限公司,"网下询价,上网定价",25,37.27810651,85.86802976
002547.SZ,工业,中小企业板,否,2011,16,36000000,50240000,平安证券股份有限公司,"网下询价,上网定价",25,37.5625,80.37766667
002548.SZ,日常消费,中小企业板,否,2011,24,24000000,30576000,光大证券股份有限公司,"网下询价,上网定价",25,16.875,74.9629375
002549.SZ,材料,中小企业板,否,2011,25.48,20000000,28430000,平安证券股份有限公司,"网下询价,上网定价",25,47.17425432,88.8885125
002550.SZ,医疗保健,中小企业板,否,2011,32,40000000,65045000,华泰证券股份有限公司,"网下询价,上网定价",25,22.5625,80.49047188
002551.SZ,医疗保健,中小企业板,否,2011,46,20500000,66307108.87,国信证券股份有限公司,"网下询价,上网定价",25,30.45652174,88.50800606
002552.SZ,工业,中小企业板,否,2011,20,25000000,40832000,国信证券股份有限公司,"网下询价,上网定价",25,27.75,80.187715
002553.SZ,工业,中小企业板,否,2011,17,22000000,38269300,华泰证券股份有限公司,"网下询价,上网定价",25,48,86.33984091
002554.SZ,能源,中小企业板,否,2011,26,35000000,88270453.47,南京证券股份有限公司,"网下询价,上网定价",25,10.42307692,71.831075
002555.SZ,信息技术,中小企业板,否,2011,35,17000000,39383900,国元证券股份有限公司,"网下询价,上网定价",19,5.371428571,64.90625
002556.SZ,材料,中小企业板,否,2011,37.5,37500000,103983561,平安证券股份有限公司,"网下询价,上网定价",19,3.146666667,64.54090667
002557.SZ,日常消费,中小企业板,否,2011,40,50000000,111600000,国元证券股份有限公司,"网下询价,上网定价",19,-4.45,30.23287
002558.SZ,信息技术,中小企业板,是,2011,30,15000000,51330100,光大证券股份有限公司,"网下询价,上网定价",19,27.1,78.603775
002559.SZ,工业,中小企业板,否,2011,40,22000000,48848000,光大证券股份有限公司,"网下询价,上网定价",16,-4,35.49746023
002560.SZ,工业,中小企业板,否,2011,28.8,20000000,42106880,民生证券股份有限公司,"网下询价,上网定价",16,12.67361111,79.92269375
002561.SZ,可选消费,中小企业板,否,2011,16,70000000,87177200,海通证券股份有限公司,"网下询价,上网定价",16,30.8125,78.25340714
002562.SZ,材料,中小企业板,否,2011,21,26700000,39187000,国融证券股份有限公司,"网下询价,上网定价",16,37.14285714,86.28506075
002563.SZ,可选消费,中小企业板,否,2011,67,70000000,159187000,中国银河证券股份有限公司,"网下询价,上网定价",17,-7.298507463,21.67646071
002564.SZ,工业,中小企业板,否,2011,29.5,48000000,78809910,国信证券股份有限公司,"网下询价,上网定价",16,15.25423729,82.79311198
002565.SZ,材料,中小企业板,否,2011,31.2,33500000,46956400,安信证券股份有限公司,"网下询价,上网定价",17,-2.532051282,27.38452985
002566.SZ,医疗保健,中小企业板,否,2011,39.9,27600000,62018827.79,民生证券股份有限公司,"网下询价,上网定价",17,0.350877193,52.53116395
002567.SZ,日常消费,中小企业板,否,2011,27,35000000,69071900,招商证券股份有限公司,"网下询价,上网定价",17,5.666666667,68.89758571
002568.SZ,日常消费,中小企业板,否,2011,26,20000000,43816000,华龙证券股份有限公司,"网下询价,上网定价",17,29.26923077,86.478625
002569.SZ,可选消费,中小企业板,否,2011,16.88,23340000,33157300,第一创业证券股份有限公司,"网下询价,上网定价",21,62.85545024,91.57108858
002570.SZ,日常消费,中小企业板,否,2011,42,43000000,102391666.3,平安证券股份有限公司,"网下询价,上网定价",21,-0.047619048,52.52603428
002571.SZ,可选消费,中小企业板,否,2011,28.8,22000000,45969100,平安证券股份有限公司,"网下询价,上网定价",21,-5.451388889,25.26680477
002572.SZ,可选消费,中小企业板,否,2011,86,13500000,76021500,民生证券股份有限公司,"网下询价,上网定价",21,-10,24.18317593
002573.SZ,工业,中小企业板,否,2011,45,38000000,119513600,海通证券股份有限公司,"网下询价,上网定价",23,-8.288888889,20.66175329
002574.SZ,可选消费,中小企业板,否,2011,32,60000000,61070000,财通证券股份有限公司,"网下询价,上网定价",16,11.8125,74.51062708
002575.SZ,可选消费,中小企业板,否,2011,20,33800000,62502248.88,平安证券股份有限公司,"网下询价,上网定价",16,-3.4,36.86353028
002576.SZ,工业,中小企业板,否,2011,19,32000000,56392000,平安证券股份有限公司,"网下询价,上网定价",16,-9.210526316,31.18447266
002577.SZ,信息技术,中小企业板,否,2011,38,32000000,80366500,安信证券股份有限公司,"网下询价,上网定价",16,-15.55263158,18.20053516
002578.SZ,材料,中小企业板,否,2011,15.18,43000000,58195497.69,海通证券股份有限公司,"网下询价,上网定价",16,21.21212121,85.68850668
002579.SZ,信息技术,中小企业板,否,2011,17,24350000,34116800,光大证券股份有限公司,"网下询价,上网定价",17,6.470588235,81.24734015
002580.SZ,工业,中小企业板,否,2011,25.8,18800000,46668851.72,国融证券股份有限公司,"网下询价,上网定价",17,-8.875968992,26.03957475
002581.SZ,医疗保健,中小企业板,是,2011,19,27080000,43247141.69,华泰联合证券有限责任公司,"网下询价,上网定价",24,12.63157895,82.36142066
002582.SZ,日常消费,中小企业板,否,2011,46,18600000,40820000,招商证券股份有限公司,"网下询价,上网定价",16,5.652173913,76.70639113
002583.SZ,信息技术,中小企业板,否,2011,19.9,70000000,85852450,招商证券股份有限公司,"网下询价,上网定价",17,-11.80904523,28.545325
002584.SZ,材料,中小企业板,否,2011,12.5,50000000,53573630.56,招商证券股份有限公司,"网下询价,上网定价",16,18.32,88.418575
002585.SZ,材料,中小企业板,否,2011,55,52000000,153390342,光大证券股份有限公司,"网下询价,上网定价",16,-11.45454545,24.02121292
002586.SZ,工业,中小企业板,否,2011,19,27000000,37343000,信达证券股份有限公司,"网下询价,上网定价",16,13.68421053,89.51679167
002587.SZ,信息技术,中小企业板,否,2011,16,21000000,26424841.54,广发证券股份有限公司,"网下询价,上网定价",17,7.375,87.48519412
002588.SZ,材料,中小企业板,否,2011,35,32500000,50215500,国泰君安证券股份有限公司,"网下询价,上网定价",17,-11.22857143,19.19588123
002589.SZ,医疗保健,中小企业板,否,2011,20,23800000,40906662.66,平安证券股份有限公司,"网下询价,上网定价",17,22.2,89.83569328
002590.SZ,可选消费,中小企业板,否,2011,15.6,23340000,34946340,国信证券股份有限公司,"网下询价,上网定价",17,18.14102564,87.06578025
002591.SZ,材料,中小企业板,否,2011,20,20000000,19517000,国信证券股份有限公司,"网下询价,上网定价",20,-2.5,43.70683125
002592.SZ,可选消费,中小企业板,否,2011,17.11,18900000,48689363.99,民生证券股份有限公司,"网下询价,上网定价",21,62.47808299,92.15467635
002593.SZ,材料,中小企业板,否,2011,12.88,53000000,34292116,浙商证券股份有限公司,"网下询价,上网定价",20,14.7515528,87.90880896
002594.SZ,可选消费,中小企业板,否,2011,18,79000000,68164634.81,瑞银证券有限责任公司,"网下询价,上网定价",22,41.38888889,87.95708438
002595.SZ,工业,中小企业板,否,2011,24,50000000,48061000,中泰证券股份有限公司,"网下询价,上网定价",20,-1.916666667,34.763775
002596.SZ,材料,中小企业板,否,2011,12.15,34000000,32085100,广发证券股份有限公司,"网下询价,上网定价",23,80.08230453,90.17715441
002597.SZ,材料,中小企业板,否,2011,21.5,33500000,43410269.87,平安证券股份有限公司,"网下询价,上网定价",16,50.8372093,86.83325
002598.SZ,工业,中小企业板,否,2011,10,40000000,38097188,中泰证券股份有限公司,"网下询价,上网定价",16,105.9,91.36867813
002599.SZ,工业,中小企业板,否,2011,10,33000000,27060500,招商证券股份有限公司,"网下询价,上网定价",17,66.7,87.77471212
002600.SZ,信息技术,中小企业板,是,2011,8,79500000,36382500,国信证券股份有限公司,"网下询价,上网定价",17,149.375,91.12750157
002601.SZ,材料,中小企业板,否,2011,55,24000000,61818400,中航证券有限公司,"网下询价,上网定价",17,86.69090909,91.56530208
002602.SZ,可选消费,中小企业板,否,2011,23,45000000,43235000,东方证券股份有限公司,"网下询价,上网定价",23,10.39130435,76.52256111
002603.SZ,医疗保健,中小企业板,否,2011,34.56,65000000,90006000,中信证券股份有限公司,"网下询价,上网定价",17,29.28240741,88.05464423
002604.SZ,日常消费,中小企业板,否,2011,21.5,46600000,74790400,华英证券有限责任公司,"网下询价,上网定价",17,17.76744186,79.15282447
002605.SZ,可选消费,中小企业板,否,2011,21,23500000,53861500,海通证券股份有限公司,"网下询价,上网定价",18,71.71428571,91.30215426
002606.SZ,工业,中小企业板,否,2011,17,25000000,31362000,渤海证券股份有限公司,"网下询价,上网定价",18,68.64705882,87.715905
002607.SZ,可选消费,中小企业板,否,2011,22.35,22000000,46153282.58,平安证券股份有限公司,"网下询价,上网定价",20,43.98210291,91.52723042
002608.SZ,金融,中小企业板,否,2011,22.11,37000000,33288829,国信证券股份有限公司,"网下询价,上网定价",16,58.48032564,83.46330068
002609.SZ,信息技术,中小企业板,否,2011,14.5,30000000,44095652.54,招商证券股份有限公司,"网下询价,上网定价",21,44.55172414,82.4394625
002610.SZ,信息技术,中小企业板,否,2011,16,50000000,41349325.34,平安证券股份有限公司,"网下询价,上网定价",20,86.25,90.65125
002611.SZ,工业,中小企业板,否,2011,15.5,34000000,34999400,中信建投证券股份有限公司,"网下询价,上网定价",25,39.48387097,79.98485662
002612.SZ,可选消费,中小企业板,否,2011,35,50000000,92440950,平安证券股份有限公司,"网下询价,上网定价",19,34.57142857,89.909395
002613.SZ,工业,中小企业板,否,2011,13.5,67000000,83052700,第一创业证券股份有限公司,"网下询价,上网定价",15,36.22222222,79.83903731
002614.SZ,医疗保健,中小企业板,否,2011,52,30000000,85008000,广发证券股份有限公司,"网下询价,上网定价",17,-11.92307692,45.1757
002615.SZ,可选消费,中小企业板,否,2011,18,22800000,46271200,海通证券股份有限公司,"网下询价,上网定价",17,31.11111111,84.69811404
002616.SZ,可选消费,中小企业板,否,2011,17.8,37000000,44976981.34,兴业证券股份有限公司,"网下询价,上网定价",20,-4.719101124,52.49415436
002617.SZ,工业,中小企业板,否,2011,18,30000000,44079100,东兴证券股份有限公司,"网下询价,上网定价",21,-2.5,54.0745875
002618.SZ,信息技术,中小企业板,否,2011,13,40000000,24107300,国信证券股份有限公司,"网下询价,上网定价",21,35.38461538,90.66953438
002619.SZ,信息技术,中小企业板,否,2011,16.15,23500000,38923575,长城证券股份有限公司,"网下询价,上网定价",21,6.253869969,76.12982465
002620.SZ,工业,中小企业板,否,2011,30,20000000,38491400,太平洋证券股份有限公司,"网下询价,上网定价",20,-8.933333333,28.186225
002621.SZ,工业,中小企业板,否,2011,24,25000000,33587954.52,平安证券股份有限公司,"网下询价,上网定价",21,0.333333333,57.52820769
002622.SZ,工业,中小企业板,否,2011,20,38000000,32184900,广发证券股份有限公司,"网下询价,上网定价",32,30.6,89.91500329
002623.SZ,信息技术,中小企业板,否,2011,38,40000000,51320000,中国中投证券有限责任公司,"网下询价,上网定价",27,0.552631579,51.758825
